open_price,close_price,high_price,low_price,volume,verdict
397.83,396.81,400.4,394.3,1050711,Sell
410.79,405.4,412.0,404.2,1051138,Sell
375.92,378.83,380.1,374.6,1050700,Buy
183.18,182.3,180.3,187.0,3267761,Buy
226.52,226.4,223.4,231.8,1120179,Buy
309.11,313.37,310.1,313.5,2145929,Buy
108.11,110.42,109.0,108.5,3500400,Sell
133.55,131.02,130.1,135.7,3016569,Buy
250.42,250.56,247.8,255.0,1052047,Buy
121.92,120.97,120.1,123.2,1532665,Buy
388.93,390.12,392.9,386.1,1051162,Buy
368.62,372.58,372.6,368.4,1050989,Buy
355.51,359.5,357.8,357.3,1808779,Buy
108.15,110.44,109.1,108.6,3500400,Buy
108.44,110.57,109.2,108.9,3500400,Buy
238.49,237.68,234.5,244.1,2911231,Buy
113.45,113.92,112.8,114.4,1306453,Buy
182.34,180.95,179.4,185.8,2346605,Buy
399.18,397.92,402.0,395.2,1090221,Buy
404.23,401.6,406.7,399.1,1057036,Buy
208.69,205.3,202.8,214.0,2012783,Sell
226.05,223.63,220.6,231.7,1575620,Sell
182.19,178.18,176.0,187.3,3500400,Buy
160.61,156.99,155.5,164.5,2951796,Buy
222.19,218.4,215.3,228.3,1364461,Sell
121.65,120.46,119.6,123.0,1121257,Buy
384.24,386.23,388.6,381.8,1173270,Buy
109.48,111.19,109.9,110.0,2118178,Buy
355.04,359.74,358.9,355.9,2095064,Buy
108.41,110.56,109.2,108.9,2590412,Buy
112.74,113.38,112.2,113.6,3468581,Buy
144.33,140.0,139.0,147.4,1050818,Sell
382.58,384.62,385.8,381.4,1055935,Buy
152.4,150.33,150.0,154.1,1252627,Buy
370.56,373.39,374.0,370.1,1870680,Buy
116.11,116.01,115.0,117.1,3395784,Buy
116.22,116.09,115.0,117.4,2077316,Buy
173.9,169.3,168.1,177.7,1050931,Sell
401.61,399.78,404.5,396.9,1050700,Buy
109.36,111.13,109.8,109.9,3465273,Buy
395.79,395.05,398.6,392.2,1054553,Sell
271.15,272.79,269.7,275.6,1052194,Buy
109.07,110.93,109.6,109.5,2396347,Buy
208.1,205.18,201.9,214.2,2014232,Buy
332.21,336.88,334.4,335.5,3076313,Buy
370.86,373.08,373.9,370.0,1060501,Sell
156.14,151.79,149.8,160.7,2466095,Buy
301.02,304.1,300.5,305.6,1050707,Sell
407.93,403.96,409.9,402.0,1050759,Buy
210.84,208.15,205.2,216.8,1414283,Buy
150.67,146.14,144.8,154.1,1050888,Sell
194.95,193.03,190.6,199.8,1076571,Buy
406.21,402.77,408.3,400.7,1050700,Sell
114.76,114.76,113.6,115.9,3350996,Buy
113.02,113.72,112.5,113.9,3500400,Buy
406.55,403.03,408.7,401.0,1090898,Buy
108.95,110.85,109.5,109.5,3443935,Buy
130.47,128.27,127.8,132.0,3182810,Buy
320.11,322.64,318.9,324.7,1052369,Sell
131.64,128.46,126.9,134.8,1477137,Sell
109.11,110.93,109.6,109.6,1124316,Sell
373.09,376.11,376.7,372.5,1055775,Buy
124.25,122.56,121.8,125.7,1151369,Buy
122.67,121.87,121.3,123.7,3203433,Buy
404.93,401.95,407.1,399.9,1056146,Sell
409.56,404.83,411.1,403.4,1363163,Sell
347.91,351.03,349.1,350.2,1828244,Sell
127.14,125.32,124.4,128.9,3083126,Buy
378.31,380.88,381.7,377.5,1060429,Buy
347.66,352.53,352.0,348.2,1390499,Buy
358.37,363.82,363.6,358.5,1064362,Buy
149.96,146.16,144.6,153.7,1050726,Buy
216.4,213.46,211.2,221.1,1300739,Sell
174.98,172.93,171.0,179.2,3412849,Buy
231.61,232.33,229.7,235.9,1910480,Buy
132.71,130.42,129.2,135.2,3500400,Buy
407.24,403.41,409.1,401.6,1050739,Sell
306.44,310.68,307.5,310.5,1059234,Buy
245.27,249.13,246.7,248.5,1133743,Buy
398.75,397.59,401.5,394.9,1059356,Buy
173.27,169.22,167.4,178.0,1783489,Buy
177.55,174.07,171.9,182.6,3275605,Buy
173.24,170.11,168.3,177.6,3500400,Buy
329.55,333.77,331.5,332.3,1050748,Sell
262.64,262.62,258.6,268.6,1050719,Sell
158.22,155.32,154.6,160.7,1060694,Buy
125.26,123.61,122.8,126.8,2658330,Buy
108.22,110.47,109.1,108.6,1884041,Buy
109.55,111.2,109.9,110.1,2770511,Buy
171.83,167.35,166.0,175.6,1051028,Sell
205.93,202.46,200.2,210.9,1050929,Sell
351.18,355.97,354.3,352.9,1214765,Buy
394.04,394.42,398.1,390.3,1910941,Buy
225.68,223.15,220.5,230.9,1121138,Sell
245.87,245.68,242.8,250.9,1075085,Buy
248.29,246.44,241.8,255.7,1652926,Sell
234.15,233.5,230.3,239.8,1271312,Buy
406.19,402.84,408.2,400.9,2871954,Buy
289.47,291.19,286.9,295.5,1981118,Sell
404.89,401.89,407.1,399.8,1051397,Sell
108.3,110.51,109.1,108.7,2261934,Buy
165.89,161.89,160.6,169.6,1060700,Buy
347.57,351.64,349.8,349.5,1170465,Buy
179.22,177.37,175.7,183.0,3363347,Buy
110.79,112.06,110.8,111.6,3500400,Buy
216.9,216.26,214.8,220.2,1280414,Buy
402.53,400.36,405.0,397.9,1081946,Buy
158.15,155.25,153.5,162.2,2197708,Buy
291.08,292.98,290.4,295.2,1076080,Sell
381.43,383.92,385.4,379.9,1192210,Buy
178.59,173.31,170.6,184.8,1931988,Sell
175.15,170.64,169.6,178.9,1072245,Buy
339.88,344.96,343.9,340.7,1050700,Buy
156.72,152.1,150.3,161.0,1721877,Sell
109.69,111.28,110.0,110.3,1573914,Buy
252.09,253.24,249.1,258.2,2096957,Buy
306.74,311.9,309.8,309.3,1414663,Buy
406.95,403.39,409.1,401.3,1050894,Buy
160.15,155.27,153.7,164.3,1057706,Sell
283.96,287.91,285.2,287.5,1356869,Buy
140.47,137.67,137.2,142.4,1053169,Buy
156.38,152.96,150.8,161.0,2826806,Buy
259.85,262.5,260.5,263.3,1104130,Buy
177.75,174.24,172.2,182.6,3203004,Buy
372.55,375.43,375.9,372.1,1074772,Buy
201.75,199.3,197.0,206.8,1125146,Buy
253.21,255.69,253.0,257.4,1066499,Buy
247.36,247.53,242.7,254.3,1366137,Buy
306.89,311.95,309.6,309.7,1054085,Buy
194.33,191.63,188.2,200.6,2259478,Buy
388.84,388.82,390.9,386.9,1776229,Sell
139.29,136.46,135.1,142.4,3478549,Buy
108.06,110.4,109.0,108.5,3500400,Buy
116.34,116.0,114.8,117.8,3477072,Buy
108.71,110.72,109.4,109.2,2861195,Buy
255.14,256.11,252.0,261.1,1059450,Buy
410.71,405.37,411.9,404.1,1050700,Sell
407.24,403.51,409.2,401.6,1065830,Buy
136.95,133.98,132.9,139.6,1643305,Buy
349.2,353.52,352.0,350.9,2120611,Buy
118.83,118.05,116.9,120.3,2546120,Buy
111.1,112.31,111.1,111.7,3296201,Buy
375.45,378.76,379.5,374.6,1053334,Buy
371.08,374.08,374.1,371.0,1469248,Buy
390.93,391.3,394.3,387.8,1050861,Buy
196.79,193.58,191.5,201.4,1058070,Buy
261.22,264.41,260.8,266.2,1285233,Buy
224.68,223.77,220.5,230.4,1462926,Buy
189.97,186.55,184.1,195.0,1314411,Buy
392.13,392.08,395.2,389.0,1050871,Sell
135.29,132.49,132.3,136.6,1050811,Buy
290.03,292.6,289.3,294.8,1192095,Buy
136.35,133.9,133.2,138.2,3153693,Buy
112.39,113.15,112.0,113.2,3316149,Buy
307.5,311.77,308.2,311.9,1412209,Buy
118.41,117.75,116.7,119.8,2411739,Buy
153.02,148.5,146.7,157.4,1060489,Sell
109.09,110.95,109.7,109.6,2752748,Buy
410.59,405.32,411.9,404.1,1050700,Sell
108.17,110.45,109.1,108.6,3500400,Buy
405.8,402.56,407.9,400.6,1105196,Sell
109.2,111.0,109.7,109.8,3401513,Buy
108.05,110.4,109.0,108.5,3500400,Buy
203.18,201.12,199.7,206.8,1539251,Buy
191.78,187.33,183.7,198.8,2837545,Sell
397.99,396.95,401.1,393.9,1884937,Buy
292.79,296.28,293.0,297.3,1072304,Buy
214.15,213.77,211.7,218.3,1061238,Buy
144.79,140.98,139.0,148.9,2018388,Sell
404.99,402.02,407.3,399.7,1051817,Buy
410.71,405.37,412.0,404.1,1050700,Buy
158.96,155.29,154.2,162.2,2899846,Buy
164.61,160.87,160.2,167.5,2419630,Buy
111.73,112.61,111.4,112.5,1408761,Buy
187.8,182.11,180.9,191.9,1050826,Sell
109.59,111.25,109.9,110.2,2540228,Buy
110.12,111.62,110.3,110.8,3500400,Buy
310.15,315.22,311.9,313.9,1086068,Buy
182.85,176.84,175.4,187.2,1320682,Sell
129.83,127.56,127.0,131.4,1181981,Buy
108.05,110.4,109.0,108.5,3500400,Buy
124.69,123.17,122.3,126.4,3500400,Buy
108.69,110.71,109.4,109.2,3138092,Buy
108.25,110.48,109.1,108.7,2416513,Buy
342.61,346.9,345.1,344.7,1065724,Buy
259.2,260.6,256.3,265.3,1053562,Buy
117.34,116.95,116.0,118.4,3198054,Buy
128.89,126.47,125.4,131.2,3500400,Buy
333.7,337.43,334.7,336.7,1157540,Sell
109.82,111.41,110.1,110.4,3500400,Buy
246.17,245.73,241.2,253.2,1260208,Sell
351.76,355.46,354.2,353.1,1055801,Sell
212.52,210.02,207.5,217.7,1050742,Buy
117.1,116.62,115.8,118.0,1132649,Buy
114.14,114.58,113.7,114.7,3216062,Buy
194.89,191.98,189.1,200.7,3350809,Buy
371.77,374.94,375.0,371.8,2744744,Buy
110.54,111.82,110.6,111.2,2478788,Buy
278.48,282.5,279.8,282.3,1253408,Buy
253.26,254.55,251.2,258.4,1051459,Buy
235.82,233.27,228.1,244.0,3118858,Sell
330.3,334.36,332.1,333.2,1618700,Buy
352.23,356.6,355.1,353.7,1053621,Buy
164.65,160.99,160.0,167.8,1372649,Buy
196.04,192.66,190.5,201.1,3327835,Buy
125.21,123.88,123.1,126.7,2934341,Buy
410.4,405.24,411.7,403.9,1055171,Sell
358.02,361.49,359.8,360.0,3457270,Sell
137.06,134.45,133.4,139.6,3484779,Buy
133.37,130.79,129.3,136.4,2170953,Buy
266.48,267.79,264.2,271.8,1087648,Buy
410.36,405.22,411.7,403.9,1494789,Sell
124.64,123.03,122.1,126.3,1105326,Buy
136.39,133.41,132.0,139.5,2273106,Buy
109.68,111.31,110.0,110.2,1778086,Buy
388.5,389.32,391.7,386.1,1467834,Buy
204.84,202.32,200.3,209.2,1051481,Buy
112.44,113.24,112.1,113.2,3500400,Buy
139.8,136.37,135.5,142.2,1052464,Buy
109.84,111.43,110.1,110.5,3171001,Buy
117.74,117.37,116.5,118.8,3068567,Buy
407.57,403.6,409.3,401.9,1050739,Sell
177.52,173.34,172.1,181.4,1054190,Buy
197.14,193.78,190.6,203.3,2532626,Buy
382.97,384.24,385.6,381.7,1051631,Sell
117.21,116.85,115.7,118.7,1392453,Buy
237.68,237.56,234.5,242.8,1510111,Buy
213.5,212.05,209.7,218.3,1696854,Buy
108.06,110.4,109.0,108.5,3500400,Buy
338.41,343.11,340.0,342.0,3491247,Buy
410.79,405.4,412.0,404.2,1050700,Sell
324.58,329.1,326.2,327.9,1090802,Buy
263.78,266.82,262.8,269.3,3415641,Buy
215.16,212.65,209.9,220.6,1076407,Buy
127.47,126.14,125.3,129.2,1321298,Buy
168.94,165.19,163.2,173.6,3488343,Buy
110.14,111.56,110.3,110.8,1332703,Buy
113.4,114.0,112.9,114.3,3500400,Buy
352.64,357.41,356.2,353.8,1307617,Buy
329.68,334.56,331.4,333.1,1052447,Buy
254.57,254.98,251.0,260.8,1364221,Buy
368.64,371.99,372.5,368.2,1050720,Buy
145.12,142.43,141.9,147.1,1928207,Buy
388.06,389.18,391.7,385.5,1858431,Buy
199.96,196.05,194.1,204.7,1079189,Sell
294.71,298.01,294.8,299.1,1406456,Buy
346.77,352.02,351.1,347.7,1066560,Buy
403.02,400.81,405.7,398.2,1062694,Buy
313.21,317.55,315.1,316.1,1056281,Buy
215.28,214.17,212.6,219.1,2015777,Buy
335.98,340.19,338.8,337.6,1850296,Buy
308.64,312.81,310.7,311.3,1055266,Buy
157.22,153.29,152.0,160.5,1057710,Buy
180.32,177.2,175.5,184.4,1245600,Buy
162.07,158.65,158.5,164.0,1050710,Buy
213.1,209.68,206.7,219.1,2935416,Sell
382.68,384.96,386.9,380.7,1051428,Buy
124.18,122.68,121.5,126.3,3488085,Buy
160.19,154.98,153.4,164.4,1054589,Sell
232.6,232.6,230.4,236.6,1181590,Buy
108.22,110.47,109.1,108.6,2982889,Buy
363.62,367.84,367.0,364.5,2688173,Buy
327.16,331.47,329.8,329.1,1050743,Buy
380.39,382.91,384.7,378.6,1242529,Buy
407.45,403.6,409.4,401.7,1053044,Buy
312.47,316.98,313.7,316.3,2398642,Buy
283.79,287.5,284.4,287.6,1590931,Buy
118.74,118.18,117.3,119.7,1528383,Buy
409.95,405.02,411.4,403.6,1050700,Sell
114.23,114.47,113.3,115.3,3500400,Buy
135.02,132.47,131.9,136.8,2317281,Buy
130.08,127.81,127.0,131.9,2238613,Buy
410.0,405.06,411.4,403.6,1082880,Buy
170.65,167.89,166.4,174.5,2820171,Buy
406.2,402.85,408.3,400.8,1206127,Buy
246.62,246.63,242.6,252.8,1064265,Buy
169.02,165.65,164.6,172.5,2128262,Buy
120.43,119.15,118.3,121.7,1207148,Buy
201.95,199.38,197.7,206.1,1051216,Buy
108.12,110.42,109.0,108.5,3432110,Sell
386.56,387.61,389.7,384.4,2391841,Buy
386.3,387.63,389.6,384.3,1051499,Buy
314.77,318.25,314.1,319.8,2250368,Sell
145.69,142.31,141.2,148.7,3481143,Buy
358.95,363.14,361.8,360.4,1129292,Buy
190.6,186.93,185.4,194.8,1052274,Buy
408.03,403.99,409.8,402.2,1428994,Buy
394.57,394.23,397.4,391.4,1702725,Sell
289.38,291.84,289.4,292.8,1050716,Buy
251.56,251.84,249.5,255.8,1051235,Buy
110.67,111.97,110.7,111.3,2478966,Buy
331.23,336.13,334.0,333.5,1593177,Buy
376.98,379.96,380.6,376.3,1073480,Buy
360.9,363.53,363.0,361.6,1051704,Sell
210.37,208.17,205.7,215.3,1618694,Buy
137.07,134.1,133.1,139.8,3370117,Buy
151.54,148.1,146.3,155.7,3492024,Buy
108.12,110.43,109.0,108.5,3498685,Buy
146.5,142.66,141.3,150.0,1147792,Buy
401.06,399.0,403.5,396.6,1150397,Sell
312.3,315.28,312.4,315.8,1058158,Sell
410.13,405.13,411.5,403.8,1085294,Buy
196.02,193.09,191.3,200.1,1192454,Buy
180.71,178.71,177.4,184.1,1057757,Buy
262.04,264.79,262.2,266.2,2495964,Buy
178.04,173.65,172.1,182.2,1063248,Sell
311.01,315.79,313.1,314.2,1066527,Buy
367.93,370.01,369.0,369.2,1107435,Sell
208.05,204.61,201.8,213.9,1083345,Sell
108.25,110.49,109.1,108.7,3290077,Buy
110.71,111.96,110.7,111.4,3485277,Buy
334.67,337.95,334.9,338.4,1606997,Sell
390.55,390.94,393.9,387.6,1050701,Sell
271.51,274.65,271.1,276.6,3076725,Buy
240.19,238.95,235.7,246.0,2131695,Buy
405.31,402.15,407.4,400.1,2222123,Sell
255.44,256.07,253.2,260.1,1485837,Buy
134.04,131.62,130.5,136.5,2157065,Buy
224.56,225.13,221.4,230.4,1158733,Buy
401.2,399.44,404.1,396.5,1050707,Buy
112.39,113.27,112.1,113.2,3377218,Buy
369.73,373.32,373.7,369.2,1072433,Buy
321.27,325.87,321.8,325.7,1311162,Buy
186.53,183.63,182.8,189.5,1054584,Buy
148.6,144.71,143.2,152.4,3341578,Buy
311.85,314.31,311.0,316.2,1099365,Sell
342.52,347.11,344.8,345.1,1247886,Buy
373.36,376.25,376.8,372.9,1050781,Buy
245.77,246.06,242.2,251.9,3498397,Buy
120.33,119.24,118.2,121.8,1053460,Buy
229.34,228.41,225.6,234.2,1057992,Buy
110.69,111.89,110.6,111.4,2933256,Sell
303.5,308.45,304.6,308.0,3404081,Buy
348.92,354.47,352.9,350.6,3228913,Buy
361.54,364.32,363.8,362.2,1094283,Sell
268.72,269.71,266.6,273.7,1062263,Buy
108.71,110.72,109.4,109.2,3275316,Buy
231.33,229.32,226.7,236.7,1119579,Sell
176.15,171.15,168.9,181.3,1235396,Sell
166.73,164.95,163.0,170.8,2921533,Buy
257.14,259.6,255.1,263.4,2661427,Buy
327.96,332.1,329.4,331.4,1078790,Buy
211.12,210.23,207.9,215.5,1958728,Buy
108.08,110.41,109.0,108.5,3147019,Buy
122.35,121.14,120.2,123.8,3114330,Buy
270.75,274.23,270.1,276.4,3498643,Buy
205.98,203.2,201.1,210.5,1065887,Buy
137.16,134.93,133.7,139.8,3179857,Buy
198.14,195.51,192.7,203.7,1152119,Buy
286.33,289.13,285.8,291.1,1062204,Buy
257.76,258.13,254.9,262.7,1062130,Buy
217.77,214.32,210.7,224.4,3116079,Sell
119.33,118.63,117.6,120.7,3025525,Buy
142.74,139.09,137.7,146.1,2441110,Buy
272.06,273.51,269.9,277.2,1162994,Buy
312.96,315.91,312.2,317.5,1051201,Sell
406.47,402.96,408.5,401.0,2027503,Sell
388.58,389.43,392.0,386.0,1050701,Sell
177.9,174.16,170.9,184.2,3248661,Buy
137.67,134.73,133.7,140.2,3031155,Buy
388.86,390.63,393.5,385.9,1156009,Buy
237.59,234.77,231.9,243.0,1050920,Sell
410.61,405.34,411.9,404.1,1050700,Buy
111.86,112.8,111.7,112.5,1402798,Buy
372.04,375.42,375.9,371.5,2057290,Buy
108.67,110.7,109.4,109.2,3500400,Buy
197.6,197.11,194.2,202.7,3477696,Buy
320.3,325.89,323.7,322.8,1295901,Buy
190.26,185.95,185.4,193.4,1050700,Sell
110.08,111.52,110.2,110.8,1407671,Buy
130.76,128.19,127.3,132.9,1051007,Buy
112.91,113.46,112.3,113.8,3398518,Buy
397.49,396.42,400.2,393.8,1050700,Sell
270.64,272.97,268.7,276.5,1082591,Buy
242.37,242.49,239.3,247.8,1522673,Buy
128.2,125.9,125.0,130.2,3370405,Buy
226.26,225.76,223.3,230.9,2038776,Buy
209.05,208.48,206.0,213.8,1407221,Buy
128.89,126.78,125.7,131.0,2959086,Buy
326.49,330.54,327.6,330.0,1051523,Sell
397.35,396.04,399.8,393.6,1050949,Sell
323.97,328.05,325.6,327.0,1051423,Sell
271.94,273.42,270.8,276.3,2032429,Buy
114.87,114.89,113.7,116.0,3241307,Buy
110.54,111.85,110.7,111.1,1055662,Buy
109.44,111.16,109.9,109.9,3027799,Buy
384.58,385.98,387.7,382.9,1791690,Buy
180.52,175.35,173.9,185.1,1495786,Sell
342.32,346.19,343.0,345.9,3281203,Sell
163.81,160.84,158.8,168.3,2275355,Buy
193.44,190.74,188.5,198.2,1885815,Buy
156.05,151.98,150.9,159.2,1088677,Buy
211.12,207.58,206.0,215.3,1052284,Sell
130.09,127.65,126.7,132.2,3217357,Buy
404.11,401.2,406.3,399.0,1050700,Sell
341.83,346.35,343.7,344.8,2545117,Buy
394.41,394.2,397.7,390.9,1100811,Buy
345.9,348.89,347.5,347.7,1050706,Sell
410.76,405.39,412.0,404.2,1050700,Sell
408.98,404.53,410.7,402.9,1144134,Buy
345.79,351.1,350.4,346.3,1057308,Buy
160.23,155.55,153.1,165.7,3091594,Sell
117.69,117.18,116.1,118.9,2560017,Buy
402.43,400.41,405.2,397.7,1050771,Buy
124.09,122.43,121.4,126.0,2994407,Buy
324.29,329.49,326.8,327.4,2685342,Buy
108.26,110.49,109.1,108.7,1186783,Buy
179.72,174.22,171.9,185.0,1632961,Sell
336.52,341.96,339.5,339.4,1994891,Buy
116.43,116.23,115.3,117.4,3150500,Buy
256.2,256.91,252.8,262.2,1054610,Buy
276.13,277.81,274.0,281.5,2574629,Buy
235.72,234.84,231.8,240.9,3493069,Buy
112.26,113.16,112.1,112.9,1063888,Buy
388.13,388.58,390.8,385.9,1051621,Sell
181.57,178.17,176.1,186.3,1055670,Buy
385.15,386.62,388.9,382.8,1050711,Buy
349.33,352.43,350.2,352.1,3500400,Sell
115.73,115.49,114.3,117.1,2723798,Sell
329.38,335.02,332.6,332.1,3319033,Buy
390.33,391.01,393.5,387.8,1052286,Buy
377.04,379.27,380.5,375.8,1359395,Buy
249.77,250.75,248.6,253.6,1082873,Buy
313.93,317.06,314.4,317.2,1050707,Sell
409.35,404.73,411.0,403.2,1050700,Buy
318.95,322.67,319.7,322.4,1050704,Sell
375.44,377.47,377.9,375.1,1055482,Sell
189.49,187.54,184.9,194.4,1051174,Buy
157.89,153.57,152.5,161.4,1060069,Buy
237.71,236.94,234.6,241.8,1050701,Buy
120.04,118.88,117.8,121.6,1220748,Buy
357.18,361.95,362.0,356.9,1050872,Buy
409.43,404.74,410.9,403.3,1050893,Sell
120.84,119.6,118.7,122.3,2495697,Buy
410.71,405.37,412.0,404.1,1050700,Buy
383.14,384.19,386.1,381.2,1050700,Sell
174.57,169.75,167.6,179.6,1127064,Sell
374.74,377.63,378.3,374.0,1203495,Buy
108.68,110.7,109.4,109.1,2627714,Buy
384.26,386.15,388.5,381.8,1050701,Buy
368.9,372.08,373.0,367.9,1050700,Buy
109.87,111.43,110.1,110.5,2792185,Buy
186.42,181.68,178.9,192.4,3401587,Sell
367.63,372.21,372.7,367.1,2147528,Buy
139.2,136.39,135.5,141.5,1064478,Buy
108.12,110.42,109.0,108.5,1398353,Buy
204.53,203.8,200.6,210.0,3151701,Buy
219.52,218.14,216.4,223.2,1050762,Buy
118.12,117.64,116.5,119.5,3212731,Buy
130.03,128.23,127.8,131.2,1084418,Buy
146.15,142.63,141.2,149.6,1660133,Buy
271.39,273.7,270.5,276.2,1052040,Buy
154.5,149.51,148.4,157.9,1050890,Sell
314.76,319.44,316.8,318.0,1125546,Buy
405.14,402.06,407.4,399.9,1448810,Sell
159.39,154.86,153.4,163.2,1051449,Sell
162.78,159.98,159.4,165.2,2443457,Buy
161.25,157.99,157.9,163.1,1060921,Buy
332.22,338.49,336.8,334.0,1118051,Buy
301.58,305.38,301.1,306.8,1051238,Buy
138.59,135.85,135.0,140.9,1516086,Buy
213.07,211.76,209.6,217.7,3500400,Buy
389.53,389.8,392.3,387.1,1061453,Sell
261.49,263.18,260.2,266.1,1056830,Buy
251.45,253.56,251.7,254.5,1050760,Buy
108.34,110.53,109.2,108.8,1069616,Buy
142.02,138.19,136.9,145.4,1204099,Sell
124.02,122.69,121.6,125.8,2920373,Buy
160.55,156.65,154.9,164.8,3252980,Buy
297.2,301.55,299.0,300.9,3318522,Buy
108.11,110.42,109.0,108.5,1451721,Buy
110.09,111.56,110.3,110.7,2132416,Buy
367.19,370.71,371.0,366.9,1057931,Buy
352.61,355.81,354.2,354.5,1252637,Sell
342.78,347.43,345.5,344.9,1456680,Buy
277.7,281.13,277.7,282.1,3251302,Buy
375.26,377.74,378.7,374.4,1765692,Buy
338.72,344.56,343.6,339.7,1051020,Buy
163.97,161.1,159.9,167.1,1572337,Buy
306.83,311.74,309.8,309.5,1275968,Buy
355.38,359.38,359.0,355.7,1068925,Buy
240.81,243.79,240.4,245.7,2237457,Buy
112.87,113.47,112.3,113.8,3500400,Buy
215.44,213.36,210.9,220.3,1120108,Buy
356.0,361.38,361.2,355.9,1050706,Buy
223.41,222.17,219.3,228.2,1051104,Buy
129.81,127.79,127.2,131.4,1053502,Buy
398.02,396.95,400.8,394.2,1279590,Buy
117.5,117.07,116.0,118.7,3378848,Buy
320.1,325.38,323.6,322.3,1102568,Buy
203.48,201.8,199.0,208.6,1430179,Buy
189.25,186.47,185.0,192.9,1404896,Buy
292.36,296.78,292.5,297.7,3371003,Buy
337.89,341.12,338.1,341.6,3114684,Sell
393.44,393.34,396.5,390.2,1725281,Buy
277.53,281.65,277.8,282.2,1333536,Buy
263.35,266.52,264.2,267.1,1990849,Buy
292.69,296.26,291.7,298.2,1246590,Buy
262.08,263.16,259.7,267.3,1051497,Buy
108.23,110.47,109.1,108.6,3498833,Buy
276.4,278.31,275.6,280.4,1052768,Buy
220.15,219.67,216.5,225.5,3424927,Buy
108.06,110.4,109.0,108.5,3500400,Buy
140.79,136.96,136.3,143.2,1058990,Buy
120.88,120.22,119.5,121.9,2830321,Buy
274.28,277.29,274.3,278.3,1062124,Buy
410.61,405.33,411.9,404.1,1050702,Buy
209.8,206.05,204.2,214.3,1103394,Sell
145.57,141.81,140.4,149.1,3059937,Buy
344.12,349.38,349.1,344.3,1050779,Buy
