open_price,close_price,high_price,low_price,volume,verdict
185.88,182.04,179.8,190.7,1055799,Buy
181.82,177.28,175.8,185.8,1076649,Sell
122.03,120.46,119.8,123.2,1051026,Buy
189.88,188.35,186.4,194.1,1062684,Buy
274.86,280.64,275.1,281.7,3500400,Buy
206.36,203.04,199.6,213.0,2586668,Sell
192.97,190.76,189.7,196.0,1199563,Buy
407.57,403.65,409.4,401.9,1068848,Sell
334.04,340.39,339.1,335.2,1055658,Buy
114.76,114.84,113.9,115.6,1081580,Buy
190.6,186.93,185.4,194.8,1052274,Buy
352.91,356.31,355.4,354.2,1072667,Sell
200.24,197.75,195.7,204.9,1276454,Buy
108.12,110.43,109.0,108.5,3500400,Buy
108.13,110.43,109.1,108.5,1087462,Buy
405.71,402.51,407.8,400.5,2008895,Buy
342.34,346.08,344.1,344.5,1051103,Sell
173.86,169.49,167.4,178.7,1051755,Sell
180.38,176.09,173.9,185.7,3196632,Buy
410.62,405.34,411.9,404.1,1050701,Sell
113.86,114.18,113.0,114.8,2003204,Buy
363.62,367.84,367.0,364.5,2688173,Buy
407.43,403.52,409.2,401.8,1051427,Sell
118.37,117.84,116.9,119.6,3408708,Buy
138.23,135.64,134.0,141.7,3498402,Buy
326.92,333.45,331.0,329.6,1382004,Buy
407.53,403.63,409.4,401.8,1050700,Sell
288.9,291.61,288.3,293.2,1050770,Buy
122.59,121.13,120.3,124.0,1050707,Buy
181.26,179.28,177.4,185.3,2467963,Buy
118.63,117.9,116.8,120.0,1077605,Buy
293.12,297.76,294.8,296.9,1065982,Buy
229.13,227.17,223.1,235.8,1072297,Sell
242.37,242.49,239.3,247.8,1522673,Buy
123.98,122.84,122.2,125.1,1067718,Buy
323.97,328.05,325.6,327.0,1051423,Sell
409.9,405.0,411.4,403.6,1078256,Sell
130.7,128.4,127.6,132.6,1066300,Buy
141.11,138.11,137.2,143.7,2297530,Buy
109.96,111.48,110.2,110.6,2884324,Buy
256.24,259.27,255.2,262.1,3430814,Buy
357.58,361.59,361.0,358.2,1050911,Buy
110.12,111.62,110.3,110.8,3500400,Buy
123.89,122.24,121.3,125.8,3441731,Buy
251.56,251.84,249.5,255.8,1051235,Buy
384.21,385.76,388.1,381.8,1050732,Buy
140.6,138.15,138.1,141.9,1056917,Buy
288.4,290.32,287.1,292.9,1112561,Sell
305.74,310.86,307.1,310.5,3306231,Buy
229.21,227.1,222.9,235.9,1116490,Sell
363.62,367.33,367.4,363.7,1734111,Buy
322.72,326.63,323.5,326.5,1275875,Buy
364.03,367.27,367.0,364.3,1050726,Sell
116.57,116.37,115.4,117.6,2689557,Buy
407.1,403.46,409.1,401.5,1654035,Buy
329.38,335.02,332.6,332.1,3319033,Buy
110.58,111.85,110.6,111.3,2221724,Buy
241.7,243.22,241.3,245.2,1054155,Buy
287.91,291.44,287.7,292.7,1052667,Buy
110.17,111.62,110.4,110.7,3248412,Buy
306.16,310.54,307.6,309.8,1050908,Buy
135.25,132.19,131.2,137.8,3233119,Buy
383.14,384.19,386.1,381.2,1050700,Sell
250.39,252.21,249.4,254.7,1068864,Buy
240.69,242.12,237.9,246.9,3052562,Buy
315.83,319.89,316.6,319.9,1106043,Buy
122.53,120.98,119.9,124.5,2676329,Buy
227.01,225.05,222.0,232.6,2680859,Buy
307.83,310.45,307.3,312.0,1050777,Sell
325.08,330.94,328.3,328.1,1214592,Buy
239.46,238.78,236.2,244.0,1053415,Buy
410.79,405.4,412.0,404.2,1144255,Buy
410.61,405.34,411.9,404.1,1050700,Buy
405.73,402.41,407.8,400.4,1050700,Sell
173.26,169.84,168.3,177.2,1053246,Buy
170.26,166.45,165.1,173.9,1346014,Buy
323.74,327.69,324.6,327.2,1051182,Sell
369.82,372.04,372.4,369.5,1050713,Sell
227.66,227.5,225.1,232.1,1157306,Buy
374.42,376.6,376.6,374.4,1166045,Sell
262.81,265.09,262.0,267.3,1957626,Buy
407.24,403.46,409.1,401.6,1103782,Sell
116.51,116.17,115.3,117.4,1201288,Buy
108.11,110.42,109.0,108.5,3479200,Buy
264.27,266.0,263.1,269.0,3500400,Buy
372.91,375.25,375.8,372.3,1050725,Sell
283.57,287.38,285.4,286.4,1050707,Buy
158.22,155.32,154.6,160.7,1060694,Buy
357.19,361.85,361.4,357.7,2725897,Buy
150.46,145.9,144.6,154.0,1912169,Sell
350.56,354.02,352.5,352.4,1052086,Sell
352.9,356.84,355.5,354.6,3380654,Buy
233.26,233.18,230.1,238.6,2865673,Buy
109.76,111.31,110.0,110.4,2282290,Sell
113.53,113.96,112.7,114.8,3448314,Buy
330.27,334.41,331.3,333.8,2033559,Buy
200.22,195.26,192.4,206.2,2152560,Sell
121.36,120.04,118.9,123.1,1054729,Buy
267.81,269.89,265.9,273.5,2725250,Buy
232.6,232.6,230.4,236.6,1181590,Buy
298.26,303.35,301.3,300.9,1050702,Buy
194.52,190.65,187.2,200.9,1883816,Sell
151.65,148.29,147.4,154.5,1050747,Buy
385.15,386.7,388.7,383.1,1051126,Buy
131.75,129.99,129.1,133.8,2335647,Buy
369.1,373.27,373.9,368.3,1050801,Buy
108.16,110.44,109.1,108.6,2187848,Buy
360.67,364.83,364.3,361.3,1802350,Buy
407.41,403.47,409.2,401.7,1050700,Sell
409.29,404.69,410.9,403.1,1187913,Buy
364.01,366.38,367.2,363.2,1050700,Sell
398.81,397.39,401.6,394.7,1053404,Sell
219.52,218.14,216.4,223.2,1050762,Buy
109.46,111.16,109.9,110.0,3054119,Buy
109.38,111.13,109.8,109.9,3399660,Buy
396.27,395.39,399.3,392.3,1054197,Sell
348.94,352.83,351.1,350.9,1053020,Sell
307.99,311.11,308.2,311.8,1075035,Sell
404.26,401.49,406.6,399.2,1051047,Sell
359.72,364.36,364.6,359.2,1050848,Buy
138.84,135.5,134.7,141.3,3500400,Buy
249.85,249.66,245.6,256.1,1521547,Buy
337.04,342.64,341.1,338.6,1090094,Buy
307.96,313.56,311.0,310.9,1060448,Buy
387.24,388.43,391.0,384.5,1051813,Buy
410.59,405.32,411.9,404.1,1050700,Sell
108.31,110.51,109.1,108.7,3500400,Buy
135.59,132.42,131.7,137.7,1068965,Buy
195.73,193.75,192.8,198.8,3490013,Buy
231.33,229.32,226.7,236.7,1119579,Sell
404.89,401.89,407.1,399.8,1051397,Sell
297.2,301.55,299.0,300.9,3318522,Buy
162.87,159.39,157.1,167.5,1056801,Buy
289.05,291.68,287.1,295.0,1138849,Sell
181.41,177.85,176.2,185.8,2103097,Buy
243.41,244.74,241.8,248.3,1053898,Buy
398.78,397.28,401.2,394.9,1055888,Sell
171.15,167.25,165.2,175.9,3462007,Buy
152.95,149.94,148.4,156.6,1532061,Buy
189.69,185.15,182.9,194.9,1529121,Sell
328.55,332.88,329.9,331.9,1052784,Buy
237.61,236.75,233.2,243.4,1194662,Buy
186.62,183.98,182.2,190.6,1050702,Buy
404.8,401.91,407.1,399.6,1050700,Buy
108.07,110.41,109.0,108.5,2187552,Sell
290.63,293.09,289.6,295.5,1976540,Buy
337.89,341.12,338.1,341.6,3114684,Sell
313.83,315.08,311.3,318.7,1050761,Sell
401.3,399.5,404.3,396.5,1052719,Buy
165.5,159.99,158.1,170.4,1062974,Sell
300.24,301.7,296.7,306.6,1306425,Sell
253.73,253.78,249.1,260.4,1051221,Sell
248.21,248.73,246.5,252.2,1484860,Buy
109.14,110.96,109.6,109.7,3222213,Buy
159.47,154.71,153.4,163.3,1387910,Sell
370.77,372.9,374.0,369.5,1050702,Sell
115.23,115.18,114.1,116.4,3500400,Buy
407.6,403.71,409.5,401.9,1050701,Buy
115.02,115.14,114.0,116.2,2196191,Buy
400.31,398.6,402.8,396.1,1135998,Sell
353.88,357.31,355.9,355.4,1050704,Sell
162.07,158.65,158.5,164.0,1050710,Buy
111.86,112.73,111.6,112.6,1678389,Buy
283.91,287.1,284.3,288.2,3342182,Buy
112.11,113.01,111.8,112.9,3412637,Buy
214.13,211.94,208.3,220.3,2890661,Buy
409.29,404.69,410.9,403.1,1060562,Buy
324.16,329.74,326.7,327.7,3500400,Buy
132.76,130.17,129.0,135.4,3366753,Buy
373.11,376.17,376.8,372.5,1051702,Buy
148.05,144.26,143.8,150.3,2563675,Buy
221.61,218.29,214.6,228.2,1260652,Sell
109.75,111.36,110.1,110.3,2405048,Buy
124.18,122.68,121.5,126.3,3488085,Buy
135.88,132.79,131.7,138.5,1172145,Buy
140.09,136.34,135.7,142.4,2611798,Buy
114.82,114.99,113.8,115.9,2374021,Buy
190.66,188.45,185.5,196.1,3500400,Buy
252.99,254.08,250.6,258.3,2267924,Buy
120.81,119.5,118.4,122.6,3281160,Buy
318.74,323.36,320.9,321.8,1052105,Buy
170.91,166.71,164.7,175.5,1157364,Buy
269.32,272.79,269.0,274.4,2192675,Buy
126.9,124.49,123.6,128.8,3300957,Buy
204.0,200.47,197.5,209.9,2065776,Sell
121.16,119.52,118.4,123.1,1901141,Sell
110.84,112.08,110.8,111.5,2137570,Buy
206.64,204.44,202.5,211.1,2884301,Buy
109.34,111.1,109.8,109.9,1630926,Buy
151.91,149.18,147.7,155.3,2781690,Buy
309.54,312.12,309.1,313.8,1195364,Sell
402.96,400.67,405.5,398.2,1055878,Buy
356.6,360.64,358.7,358.8,2652975,Buy
321.42,325.94,324.3,323.5,1051211,Buy
142.36,139.09,137.9,145.3,1070519,Buy
274.38,277.31,272.9,280.0,1117780,Buy
295.19,300.08,296.8,299.5,2098233,Buy
114.82,114.73,113.5,116.1,3467378,Sell
108.77,110.77,109.4,109.3,3500400,Buy
136.23,133.41,132.2,139.0,3500400,Buy
119.57,118.48,117.7,120.7,1618994,Buy
257.34,257.78,254.0,263.0,1051036,Sell
331.67,337.16,334.8,334.5,3215088,Buy
139.75,136.94,135.9,142.3,2997516,Buy
160.47,156.4,154.4,165.1,1565949,Buy
351.86,356.7,356.4,351.9,1052700,Buy
179.22,177.37,175.7,183.0,3363347,Buy
383.44,383.99,385.7,381.8,1050913,Sell
256.85,258.19,255.0,261.9,1050703,Buy
375.62,377.52,378.3,374.8,1050700,Sell
108.48,110.6,109.2,108.9,3500400,Buy
261.22,264.41,260.8,266.2,1285233,Buy
170.34,165.35,162.6,176.2,3500400,Sell
398.32,397.47,401.6,394.1,1051196,Buy
126.57,124.48,123.2,129.0,2984902,Buy
310.62,315.82,312.7,314.3,1050713,Buy
117.65,116.95,115.5,119.6,1080619,Sell
409.23,404.59,410.7,403.2,1052850,Sell
375.55,377.61,378.0,375.1,1094386,Sell
404.82,401.94,407.0,399.8,1314610,Buy
117.02,116.71,115.7,118.1,2830737,Buy
181.6,177.8,176.4,185.4,1208867,Buy
120.07,118.95,117.8,121.7,1213694,Buy
230.73,229.67,226.8,236.1,1050718,Buy
182.82,180.91,179.6,186.3,2807674,Buy
274.28,277.29,274.3,278.3,1062124,Buy
116.33,116.01,115.0,117.5,3359788,Buy
373.04,375.15,375.7,372.5,1279533,Sell
282.0,283.77,280.5,286.7,2335572,Buy
410.71,405.37,411.9,404.1,1050778,Buy
403.59,401.07,406.0,398.7,1067675,Buy
222.26,221.79,217.3,229.3,3500400,Buy
406.52,402.98,408.6,401.0,1242512,Sell
354.71,358.13,356.3,356.6,1978762,Sell
125.4,124.01,122.8,127.5,3438747,Buy
262.64,262.68,257.5,270.0,1054671,Sell
407.24,403.51,409.2,401.6,1065830,Buy
177.52,173.34,172.1,181.4,1054190,Buy
131.93,128.78,128.1,133.9,1132095,Sell
110.99,112.14,110.9,111.7,2061800,Buy
285.76,290.29,287.5,289.4,1124951,Buy
123.95,122.64,122.0,125.1,1449701,Buy
187.88,185.27,183.4,191.9,1051348,Buy
177.11,173.96,173.3,180.3,2755325,Buy
397.64,396.71,400.7,393.7,1232924,Buy
314.77,318.25,314.1,319.8,2250368,Sell
386.99,388.46,391.1,384.3,1050800,Buy
200.7,198.19,195.2,206.4,2499909,Buy
209.0,205.97,204.3,213.1,1293799,Buy
133.92,130.29,129.0,136.9,1768933,Sell
268.13,270.24,268.7,271.0,1090816,Buy
118.02,117.53,116.6,119.1,1056068,Buy
333.7,337.43,334.7,336.7,1157540,Sell
219.88,218.71,216.1,224.6,1738031,Buy
305.3,307.97,305.6,308.4,1061687,Sell
299.63,304.26,301.2,303.4,1402950,Buy
294.75,298.36,294.6,299.6,1465222,Buy
331.22,334.91,333.1,333.3,1050700,Sell
216.43,215.14,211.7,222.4,2356655,Buy
108.74,110.74,109.4,109.2,3480992,Buy
386.16,387.89,389.8,384.2,3061798,Buy
229.16,227.88,224.9,234.7,2926009,Buy
370.49,373.29,374.1,369.7,1051233,Sell
119.45,118.65,117.5,121.0,3500179,Buy
109.17,110.99,109.7,109.7,3500400,Buy
340.03,344.21,341.4,343.2,2382092,Sell
336.93,342.28,340.7,338.5,1050700,Buy
367.19,370.71,371.0,366.9,1057931,Buy
118.29,117.85,116.6,119.9,3500400,Buy
108.77,110.77,109.4,109.2,1116656,Buy
227.46,225.84,223.6,232.3,1183325,Buy
410.74,405.38,412.0,404.2,1050736,Sell
371.96,374.23,374.0,372.3,1135221,Sell
402.58,400.3,405.0,397.9,1252799,Sell
108.58,110.65,109.3,109.0,1091651,Buy
381.1,382.77,383.9,379.8,1051474,Sell
262.19,262.69,259.4,267.6,1175408,Sell
109.69,111.29,110.0,110.2,3164137,Buy
108.67,110.7,109.4,109.2,3500400,Buy
118.88,118.12,117.2,120.1,1271826,Buy
317.33,321.44,317.5,322.1,2299705,Buy
184.17,181.32,179.4,188.5,1060333,Buy
372.67,375.51,375.5,372.7,1060574,Sell
110.19,111.6,110.4,110.7,1079372,Buy
313.93,316.99,313.3,318.7,2349190,Sell
391.68,392.37,395.7,388.3,1050798,Buy
214.49,213.54,210.2,220.2,1187739,Buy
410.72,405.37,411.9,404.2,1052555,Sell
242.27,242.89,239.7,247.5,1073921,Buy
114.81,115.02,113.9,115.9,3144549,Buy
374.26,377.49,378.2,373.4,1108710,Buy
239.28,240.51,237.9,243.5,1329931,Buy
174.57,169.75,167.6,179.6,1127064,Sell
398.12,397.1,401.2,394.0,1050700,Buy
339.88,344.96,343.9,340.7,1050700,Buy
108.11,110.42,109.0,108.5,3413864,Buy
258.92,259.58,256.7,263.4,1052666,Buy
335.98,340.19,338.8,337.6,1850296,Buy
339.79,345.64,343.8,341.5,1052153,Buy
125.09,123.03,121.8,127.4,2204977,Sell
235.54,236.3,235.1,238.3,1070554,Buy
410.76,405.39,412.0,404.2,1050700,Sell
350.59,353.94,351.4,353.3,1066153,Sell
170.36,165.75,164.8,173.7,1050701,Sell
187.29,183.25,180.4,193.0,1055615,Sell
382.5,384.1,386.0,380.7,1323510,Buy
378.55,380.87,382.7,376.7,1050700,Buy
265.1,265.16,262.1,270.0,1050706,Sell
393.96,393.58,396.8,390.6,1076824,Sell
360.19,364.26,363.6,360.9,1050750,Buy
242.77,242.71,238.4,249.5,2948941,Buy
304.21,307.82,304.5,308.4,1051687,Buy
381.17,382.83,384.6,379.3,1070518,Sell
144.21,141.45,141.1,145.9,1065511,Buy
122.41,120.99,120.0,124.1,3228104,Buy
211.12,210.23,207.9,215.5,1958728,Buy
162.72,157.09,154.4,168.5,2833050,Sell
199.79,196.51,193.2,206.1,1382592,Buy
321.25,326.1,323.6,324.0,1050802,Buy
300.08,302.54,298.2,305.6,1089938,Sell
216.19,214.25,211.6,221.4,1051773,Buy
381.07,383.5,385.9,378.5,1060035,Buy
346.23,350.07,348.7,347.9,1905716,Buy
220.62,217.57,213.6,227.5,1160231,Sell
250.68,250.36,248.3,254.5,1057072,Buy
259.2,260.6,256.3,265.3,1053562,Buy
331.88,334.98,332.2,335.1,1081811,Sell
125.69,123.58,122.7,127.4,1266263,Buy
331.75,336.44,333.1,335.7,1124573,Buy
381.1,382.21,383.2,380.2,1087550,Sell
147.53,144.38,143.8,149.8,1865581,Buy
127.22,124.88,123.7,129.5,1587454,Buy
216.97,215.04,212.9,221.4,1059252,Buy
326.52,331.0,327.9,330.0,1051254,Buy
328.1,333.1,331.0,330.5,1812366,Buy
364.93,369.07,369.1,364.9,1114440,Buy
202.08,199.5,197.1,207.1,2606228,Buy
299.52,303.32,300.6,303.2,1537007,Buy
108.6,110.67,109.3,109.1,2756794,Buy
206.89,205.96,204.7,209.9,1056545,Buy
311.24,314.54,312.8,313.7,1050700,Sell
120.98,120.05,119.2,122.2,1396665,Buy
271.15,272.79,269.7,275.6,1052194,Buy
109.84,111.42,110.2,110.4,3500400,Buy
212.52,210.02,207.5,217.7,1050742,Buy
233.55,232.02,228.4,239.8,2086913,Buy
325.16,328.06,324.9,328.8,1079274,Sell
111.21,112.31,111.1,111.9,3286564,Buy
108.16,110.44,109.1,108.6,1869671,Buy
114.22,114.36,113.3,115.2,1816522,Buy
232.45,231.2,228.9,237.0,1050722,Buy
347.45,351.2,349.9,348.9,1354730,Sell
223.66,223.23,221.1,227.8,1168777,Buy
110.06,111.52,110.2,110.7,3500400,Buy
183.57,179.27,177.7,188.0,1417589,Buy
315.01,319.01,315.8,318.8,1993278,Buy
313.21,317.55,315.1,316.1,1056281,Buy
236.97,237.77,234.6,242.1,2659116,Buy
362.77,367.03,367.1,362.7,1060421,Buy
233.05,235.35,232.8,237.5,3295004,Buy
218.71,215.1,213.4,223.2,1534204,Sell
401.86,399.75,404.5,397.1,1210403,Buy
335.06,339.64,337.9,337.2,2688539,Buy
115.03,115.29,114.2,116.0,3285242,Buy
388.5,389.32,391.7,386.1,1467834,Buy
241.28,241.09,237.9,246.7,2528083,Buy
364.43,367.54,367.0,365.1,1063236,Sell
173.95,171.59,170.8,177.0,1050941,Buy
174.21,170.47,169.3,177.8,1427785,Buy
227.1,223.35,220.0,233.5,1050891,Sell
108.4,110.56,109.2,108.8,1076271,Buy
404.61,401.77,406.8,399.6,1050741,Sell
188.21,184.35,181.7,193.8,2149962,Buy
144.36,140.92,139.7,147.4,2051552,Buy
271.17,272.37,269.0,276.3,1058336,Buy
312.47,316.98,313.7,316.3,2398642,Buy
110.96,112.14,110.9,111.7,3301826,Buy
136.56,133.13,131.7,139.9,2904916,Sell
142.39,138.66,137.8,145.0,1146431,Buy
356.91,359.99,360.0,357.0,1050704,Sell
292.06,294.93,291.1,297.1,1413669,Buy
256.48,258.89,255.8,261.1,2456717,Buy
385.25,386.33,388.7,382.7,1050701,Sell
112.93,113.56,112.4,113.8,1603348,Buy
